label,gender,log_mel_0,log_mel_1,log_mel_2,log_mel_3,log_mel_4,log_mel_5,log_mel_6,log_mel_7,log_mel_8,log_mel_9,log_mel_10,log_mel_11,log_mel_12,log_mel_13,log_mel_14,log_mel_15,log_mel_16,log_mel_17,log_mel_18,log_mel_19,log_mel_20,log_mel_21,log_mel_22,log_mel_23,log_mel_24,log_mel_25,log_mel_26,log_mel_27,log_mel_28,log_mel_29,log_mel_30,log_mel_31,log_mel_32,log_mel_33,log_mel_34,log_mel_35,log_mel_36,log_mel_37,log_mel_38,log_mel_39,log_mel_40,log_mel_41,log_mel_42,log_mel_43,log_mel_44,log_mel_45,log_mel_46,log_mel_47,log_mel_48,log_mel_49,log_mel_50,log_mel_51,log_mel_52,log_mel_53,log_mel_54,log_mel_55,log_mel_56,log_mel_57,log_mel_58,log_mel_59,log_mel_60,log_mel_61,log_mel_62,log_mel_63,log_mel_64,log_mel_65,log_mel_66,log_mel_67,log_mel_68,log_mel_69,log_mel_70,log_mel_71,log_mel_72,log_mel_73,log_mel_74,log_mel_75,log_mel_76,log_mel_77,log_mel_78,log_mel_79,log_mel_80,log_mel_81,log_mel_82,log_mel_83,log_mel_84,log_mel_85,log_mel_86,log_mel_87,log_mel_88,log_mel_89,log_mel_90,log_mel_91,log_mel_92,log_mel_93,log_mel_94,log_mel_95,log_mel_96,log_mel_97,log_mel_98,log_mel_99,log_mel_100,log_mel_101,log_mel_102,log_mel_103,log_mel_104,log_mel_105,log_mel_106,log_mel_107,log_mel_108,log_mel_109,log_mel_110,log_mel_111,log_mel_112,log_mel_113,log_mel_114,log_mel_115,log_mel_116,log_mel_117,log_mel_118,log_mel_119,log_mel_120,log_mel_121,log_mel_122,log_mel_123,log_mel_124,log_mel_125,log_mel_126,log_mel_127,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39
happy,0,-57.384533,-56.574127,-53.78854,-50.889576,-45.2786,-40.430458,-39.90664,-40.778618,-43.80644,-47.830795,-46.061813,-45.55367,-45.435314,-43.273026,-42.58122,-42.894985,-43.406837,-45.22799,-46.653458,-47.096176,-47.603436,-46.640575,-45.466244,-46.001694,-46.876633,-48.85646,-51.501663,-51.420597,-49.801575,-48.591316,-48.50027,-49.80175,-52.275143,-53.021645,-51.9511,-51.11437,-51.26475,-51.7521,-51.496784,-50.64776,-50.341396,-50.950657,-51.51524,-50.541832,-49.58493,-48.948936,-49.339996,-49.40562,-48.95122,-48.890285,-49.196228,-49.72705,-49.995193,-49.365036,-49.36426,-50.74422,-51.12879,-50.884705,-51.974583,-51.847904,-52.447872,-53.200848,-52.532593,-52.249775,-51.123844,-51.19907,-51.528305,-51.57046,-51.811108,-51.646286,-51.98911,-51.706974,-52.15847,-52.706036,-53.53193,-54.121265,-55.60962,-56.829773,-56.586777,-56.728313,-56.58339,-55.751274,-55.714905,-56.021755,-56.482235,-56.588215,-56.549545,-56.735268,-56.495438,-56.380558,-56.26911,-55.584286,-55.142967,-55.715206,-56.599987,-57.163292,-57.77497,-57.777317,-57.49703,-57.496803,-57.430683,-57.472145,-57.24504,-57.321808,-56.844418,-56.420662,-56.605072,-57.358437,-57.62962,-58.272423,-58.78382,-58.861538,-59.045155,-59.301178,-59.364906,-59.439583,-59.8701,-60.131107,-60.451466,-60.926823,-61.435326,-61.901432,-62.230583,-62.40128,-62.556675,-63.06617,-63.869225,-64.00828,-599.62506,52.722225,-5.9427567,6.202049,0.22231215,4.9414864,-10.837505,-5.6027412,-9.493515,-6.8630853,-5.04196,0.22416085,-4.5533156,-7.302221,-3.1139166,-1.7826011,-5.550611,-3.3678944,-4.338393,-2.9377518,-4.820111,-4.8290625,-3.1173513,-5.2674117,-3.7488606,-3.2210796,-5.04948,-3.130602,-2.548548,-3.993566,-3.2874727,0.8209354,1.0974615,2.7352545,3.225161,2.7259169,1.5031136,-0.09265672,-0.09104912,0.38694984
happy,0,-54.207825,-53.39024,-52.047913,-50.073864,-45.102474,-41.078445,-40.209415,-38.375614,-37.856926,-39.44387,-40.485027,-43.372124,-46.11893,-44.676693,-42.020504,-40.255905,-40.261635,-41.874714,-42.65808,-41.504448,-41.851627,-42.181107,-43.37562,-45.424324,-46.060143,-46.550297,-47.174484,-46.572178,-44.963814,-44.221447,-44.037304,-45.25572,-47.483463,-48.722374,-49.491535,-48.516518,-47.062077,-46.873146,-46.388596,-45.900158,-46.56778,-47.673046,-48.153446,-47.351707,-47.021187,-45.51642,-44.122726,-44.556515,-45.759193,-44.800926,-44.118282,-45.17388,-46.29173,-45.746883,-46.229507,-47.811165,-47.984634,-47.67306,-48.378338,-49.26403,-49.71588,-49.21661,-48.58062,-48.468464,-48.260715,-47.666927,-48.771286,-49.063366,-48.876778,-48.429962,-48.320015,-48.405174,-48.69196,-48.644665,-48.723804,-49.914444,-51.311794,-52.693314,-54.090385,-54.0189,-53.623898,-53.078568,-53.49316,-53.825024,-54.049026,-54.34831,-54.646114,-54.214558,-53.631653,-53.35353,-53.240322,-53.208908,-53.825687,-54.607544,-54.871708,-54.75351,-55.47577,-55.93928,-56.223682,-56.226673,-55.46737,-55.2766,-55.21641,-54.953854,-55.02679,-55.13881,-55.307343,-55.16592,-55.72488,-56.307938,-56.725414,-56.733215,-57.18923,-57.149796,-57.189983,-57.222115,-57.833588,-57.97845,-58.29816,-58.9875,-59.307102,-59.533325,-59.719933,-60.01925,-60.304512,-61.24535,-62.440285,-62.52496,-567.0824,57.704227,-11.601362,2.513105,-0.6057679,2.5127943,-10.712159,-4.4766755,-10.475638,-7.112624,-4.617995,0.4158807,-6.3854594,-7.9050574,-2.817525,-1.7776996,-5.932518,-2.7963073,-6.2952886,-5.1754975,-4.7751827,-4.998694,-5.0804963,-4.781796,-1.6221492,1.4961145,0.2678188,2.5045102,1.6236978,-1.1773278,-2.3271186,1.7474585,1.8698527,3.0206199,3.2366018,2.4131923,-0.31501105,-0.106838465,-0.99843067,-1.0546818
happy,0,-43.787186,-44.325905,-44.778942,-44.461693,-42.097755,-39.73538,-37.706604,-34.413754,-32.484993,-32.309242,-32.24432,-34.548897,-37.74262,-38.091583,-37.833767,-37.048397,-35.638855,-35.80922,-35.70235,-35.403202,-36.65093,-36.273975,-35.668774,-36.6353,-37.111847,-37.908108,-38.99964,-39.45784,-40.12385,-40.109474,-39.12221,-39.411835,-40.040085,-38.55933,-38.088398,-39.150105,-41.1486,-41.454647,-40.87384,-40.806908,-41.25609,-40.557312,-40.092163,-39.94079,-40.25856,-39.986626,-39.9581,-39.321976,-37.722137,-37.36336,-37.43939,-37.740772,-38.08536,-38.311646,-39.19218,-39.0023,-38.592052,-40.003197,-41.42101,-40.8623,-40.218433,-40.958164,-40.186543,-39.332497,-38.830864,-39.35263,-39.699696,-39.999653,-40.164303,-39.938873,-39.94973,-40.138046,-39.728436,-40.026573,-41.26373,-42.764122,-43.690723,-44.533306,-45.717037,-45.960674,-45.780663,-45.689472,-45.656654,-46.474033,-46.92097,-46.916206,-46.730106,-46.281094,-45.67031,-44.936726,-44.45208,-44.15925,-45.330963,-46.38801,-46.614796,-47.273106,-47.924126,-48.10301,-47.881966,-47.42593,-47.035892,-46.586735,-46.811394,-46.445545,-46.17868,-46.666084,-46.99133,-47.443943,-48.214172,-48.569515,-48.582703,-48.66866,-48.987534,-49.176056,-49.39059,-49.869602,-50.250957,-50.685097,-51.146957,-51.4532,-51.64909,-51.673428,-51.94859,-52.140385,-52.360195,-52.667946,-53.454033,-53.552612,-482.47052,49.874416,-15.788864,2.7263017,0.07136035,1.5727135,-13.659212,-4.679632,-6.5073514,-6.281516,-3.736398,-0.048206817,-5.414639,-8.0222845,-0.8689451,-0.9943854,-5.4598575,-2.8338685,-5.7361436,-3.6903393,-0.369239,-1.4748136,0.88795274,1.3329206,1.7665164,3.8302035,-0.23914166,1.3176968,3.090786,2.1608303,1.6459761,4.199637,1.9843092,-0.21353313,-0.13420998,0.06608008,0.26320663,0.10122853,-1.0267769,-1.0626292
happy,0,-56.415707,-55.589104,-53.45225,-50.831005,-45.27249,-39.799103,-37.92483,-36.121876,-36.97544,-39.96968,-40.74606,-42.002148,-44.10637,-42.740807,-40.160496,-38.69923,-37.55448,-39.598488,-41.41762,-41.891716,-42.453728,-42.559353,-43.322754,-44.460625,-44.348396,-44.08934,-44.54762,-44.244556,-44.063683,-44.329235,-44.49822,-46.03062,-48.176453,-49.084167,-47.928993,-46.891838,-47.31618,-48.288708,-48.29501,-48.5824,-48.11562,-47.010838,-46.97643,-47.201458,-47.858387,-46.909092,-44.85292,-44.694485,-45.527985,-46.239525,-46.01321,-44.47829,-44.79883,-45.755875,-45.967175,-45.239292,-45.698666,-46.812912,-46.840717,-46.673347,-47.742916,-48.60729,-47.036068,-46.742542,-47.32103,-46.895435,-47.049202,-47.59766,-47.29374,-47.213596,-46.94785,-47.10993,-47.329884,-46.684708,-46.9275,-47.558434,-49.4815,-50.25554,-51.523003,-51.97344,-52.269966,-52.26867,-51.966984,-51.72593,-51.956127,-52.40784,-52.409454,-51.76267,-51.03755,-50.88221,-51.061684,-50.873035,-51.085026,-51.040684,-51.79376,-52.995686,-53.414707,-53.633495,-53.658215,-52.95006,-52.832394,-52.92092,-52.508396,-52.36588,-52.301167,-52.27665,-52.69557,-53.561977,-53.94741,-53.941555,-54.173023,-54.382526,-54.6152,-54.78265,-55.321712,-55.946114,-56.27157,-56.437237,-56.73287,-57.04047,-57.642445,-58.066902,-58.34312,-58.886406,-59.47549,-60.269436,-61.274994,-61.723694,-553.28174,49.693657,-11.47361,7.8105474,-2.1559622,1.4664524,-15.874313,-7.1222887,-11.199352,-6.842703,-5.6890745,-1.3729372,-8.52939,-8.677088,-3.7430503,-3.9566567,-7.429998,-1.8365508,-5.5687637,-5.1439605,-4.948756,-5.9128895,-6.0801334,-5.13793,-4.09812,-1.6567409,-2.907518,1.4274985,1.6446158,0.10735222,0.5458357,2.127676,1.4689114,1.8702836,2.5333896,2.0889976,1.4331036,1.1731476,-0.19755529,-0.71420294
happy,0,-53.874317,-52.947742,-51.066597,-46.575226,-41.239407,-37.236324,-37.569664,-38.313404,-40.27865,-43.28721,-42.292015,-42.333168,-42.22966,-40.21928,-39.4329,-39.889206,-40.012016,-41.817234,-43.298096,-42.73765,-42.034954,-41.413254,-41.363693,-41.592285,-41.617466,-43.319885,-46.494453,-46.28727,-44.779972,-44.81739,-45.29275,-46.99259,-48.565533,-47.50741,-46.37716,-46.638687,-48.466003,-48.43681,-47.557495,-46.329407,-45.683456,-45.77109,-46.934715,-47.310486,-46.96425,-45.88377,-45.4549,-46.036366,-46.517803,-45.44348,-44.31394,-45.536194,-45.70547,-44.680737,-45.145996,-45.85153,-47.1168,-47.49854,-47.478127,-48.41583,-48.89302,-48.16377,-48.454174,-47.889935,-46.96212,-47.180004,-46.913067,-47.377712,-47.412994,-47.102077,-46.904194,-46.546246,-46.521072,-47.239803,-48.109127,-50.447845,-51.90195,-52.720337,-53.24843,-53.364136,-53.272175,-52.75801,-52.247627,-52.239464,-52.19378,-52.43388,-52.50557,-52.440773,-52.27506,-52.05659,-52.014626,-52.130383,-52.029537,-52.38129,-53.104145,-53.452145,-53.743816,-53.775463,-53.915436,-53.24317,-52.94995,-52.876904,-52.873615,-52.69161,-52.211266,-52.402683,-52.579678,-53.02532,-53.586594,-54.066254,-54.627934,-55.210358,-55.562458,-55.52282,-55.479424,-56.097466,-56.252617,-56.496254,-57.002758,-57.23222,-57.552734,-57.808884,-58.167694,-58.57127,-58.976364,-59.45091,-60.187233,-60.52165,-554.5332,52.558823,-7.9272623,5.60135,-0.75646085,3.4245102,-13.465369,-4.805655,-8.31422,-6.799661,-3.5698268,1.1086125,-3.9270422,-7.6781034,-2.110115,-1.2830874,-8.633203,-4.0979595,-3.83354,-3.1055272,-4.1091194,-3.6624444,-3.9177425,-4.9046917,-2.6093547,-2.331455,-5.6399355,-3.7746432,-2.34622,-3.2281218,-2.8634374,1.0302336,0.92946416,1.2838475,1.4461122,1.8613052,1.3848633,0.76387244,0.97095686,0.35241807
sad,0,-63.419426,-60.134037,-57.657265,-56.368954,-52.010574,-48.265236,-48.44322,-49.375874,-51.589294,-53.36937,-52.04651,-52.441933,-53.146317,-51.000793,-49.792904,-50.262753,-51.897034,-55.12696,-55.464855,-54.488667,-55.2004,-54.996548,-54.642864,-55.441605,-56.396492,-57.41229,-58.96918,-59.479313,-59.13276,-58.377705,-57.519485,-57.93982,-59.150173,-60.205048,-60.91907,-60.588318,-60.382423,-60.215275,-60.126633,-60.00363,-61.15948,-61.036556,-61.005585,-60.793755,-61.57573,-60.750088,-59.27047,-58.74672,-58.954838,-59.20811,-58.62584,-58.399666,-59.186195,-58.740128,-59.54368,-60.150024,-60.213562,-60.520195,-60.537582,-61.04348,-61.459274,-61.984665,-62.630936,-62.862965,-63.02227,-62.25526,-62.47324,-62.382328,-62.53754,-62.871643,-61.898903,-61.62584,-61.13042,-61.025124,-61.123238,-61.84355,-62.227448,-63.21471,-63.844822,-64.428116,-64.686646,-65.01333,-65.193,-64.7189,-64.31081,-64.08314,-64.122536,-64.107445,-64.76544,-65.420044,-66.04253,-67.05299,-67.45883,-67.44295,-66.68238,-66.73491,-67.30619,-68.20999,-68.51943,-67.79934,-66.89709,-66.313255,-66.24429,-66.721855,-66.98453,-66.54793,-66.37131,-66.59539,-66.883446,-67.04799,-66.93805,-67.0846,-67.144485,-67.484924,-67.804405,-67.98988,-68.37502,-68.84589,-69.57557,-70.17671,-70.63866,-71.28121,-71.53761,-71.96602,-72.521645,-73.30343,-73.964775,-74.18029,-700.6365,58.502937,0.071602985,11.967087,2.6264536,3.6068227,-8.471675,-1.847757,-12.520433,-1.4666044,-3.3290293,-2.6033373,-6.4899893,-5.02532,-1.368743,-0.84433573,-5.3086386,-1.8197559,-2.7865183,-4.784641,-2.3710063,-1.6957852,-4.0356097,-3.4325738,-2.4841936,-2.896494,-3.3362415,-2.0572672,-4.4898148,-3.635818,-1.8598816,-0.58081466,1.1420078,1.9991221,1.3702363,2.4313188,-0.28592634,-0.29579526,0.7957519,-0.07582261
sad,0,-60.941067,-60.27934,-57.2112,-53.301846,-48.92751,-46.133724,-47.1964,-48.64525,-49.169987,-47.91129,-46.098885,-47.980225,-51.06444,-50.472393,-50.43525,-49.743057,-48.321606,-49.05132,-49.91184,-50.931473,-53.110607,-52.882046,-52.74228,-53.386806,-54.9363,-56.8222,-57.980583,-57.313324,-56.313805,-56.21625,-55.71686,-56.910053,-59.849937,-59.9811,-59.38044,-59.558704,-59.872536,-59.966976,-60.155094,-60.811886,-60.757355,-60.293358,-60.726128,-60.287464,-60.509785,-60.030415,-59.38617,-59.013367,-58.56219,-58.548214,-58.814598,-58.099087,-58.184326,-59.694675,-60.1468,-60.024555,-60.64097,-60.80558,-61.926914,-61.22214,-61.446888,-62.096397,-63.21007,-62.839523,-63.23284,-63.631683,-62.94442,-62.40431,-62.65223,-62.17104,-62.001972,-62.32847,-62.263092,-62.45065,-62.643208,-62.70644,-63.926857,-65.75587,-66.568054,-66.73818,-67.03354,-66.41297,-66.5225,-66.69239,-66.31035,-65.88845,-65.90661,-65.575035,-65.32522,-66.00345,-66.88533,-67.671585,-68.01296,-68.2444,-67.766624,-67.651985,-68.06359,-68.772575,-68.87586,-68.44289,-68.24872,-67.92816,-67.87956,-67.79593,-67.779236,-68.104904,-68.260284,-68.17522,-68.31685,-68.43357,-68.47674,-68.425934,-68.30394,-68.52189,-69.02221,-69.552315,-70.02203,-70.38951,-70.5935,-71.001305,-71.012085,-71.32832,-71.671036,-71.7692,-72.088455,-72.567314,-73.16616,-73.40735,-699.4721,72.06032,7.2975764,10.884043,3.8731945,2.3454242,-9.802934,-5.9796715,-11.092628,-4.559789,-3.8955486,-1.7496175,-6.4008,-7.0830946,-1.1142749,-1.1124005,-5.401851,-2.572768,-3.0246844,-6.0116463,-4.066434,-2.7074404,-4.730679,-3.3245692,-2.0315814,-0.5494106,-1.1319441,-0.18199126,-2.2305424,-1.3923539,-1.2876984,-1.2757549,-0.741254,-0.5871273,0.4650121,-0.0022259038,-2.251985,-1.5695761,-1.7862349,-2.8367305
sad,0,-63.102833,-61.985634,-59.759377,-54.86261,-48.225677,-45.346367,-48.70239,-50.70405,-52.58844,-53.668568,-51.23986,-51.16561,-51.90139,-50.765,-50.30708,-50.763317,-51.89342,-54.978607,-55.631336,-54.265053,-54.7216,-55.164368,-55.748833,-56.703674,-56.993004,-57.910072,-58.639954,-58.40965,-58.76449,-58.65795,-58.316505,-59.340935,-61.92858,-61.421776,-60.714577,-60.372902,-61.177776,-61.66974,-61.320465,-60.62072,-60.994476,-61.535816,-61.269676,-60.29844,-60.393208,-60.259827,-60.05468,-59.33959,-58.326946,-59.024574,-59.43701,-58.528503,-58.678932,-59.733936,-59.79371,-60.131218,-61.372944,-61.46581,-61.66742,-62.31431,-62.79471,-63.259087,-63.541943,-63.225533,-62.75182,-63.029377,-62.95044,-62.617287,-62.7953,-63.279255,-62.837513,-62.510204,-62.527916,-62.85985,-62.994164,-63.785442,-64.33217,-65.29533,-66.33221,-66.56915,-66.22023,-66.11051,-66.09025,-65.75558,-65.50094,-65.31913,-65.42838,-65.625046,-65.77224,-65.696495,-65.461716,-65.504326,-65.56411,-65.75477,-66.11303,-66.69795,-67.158875,-67.54959,-67.224724,-66.96603,-66.863106,-66.3972,-66.08433,-66.29139,-66.54092,-66.057106,-65.40192,-65.21031,-66.00915,-66.322815,-66.7996,-66.779564,-67.20897,-67.82033,-67.516655,-67.40816,-67.65346,-68.429955,-69.02079,-69.594376,-70.25335,-70.73274,-71.260704,-71.632126,-71.95354,-73.01614,-74.15313,-74.65321,-703.0358,57.28434,5.3288584,11.109312,1.6600754,7.8754387,-9.224848,-3.411425,-11.640912,-2.9467006,-4.469683,-0.1188637,-6.490074,-6.70606,-2.1443603,-1.1221162,-5.547364,-1.8620803,-3.696045,-2.7893333,-3.3999653,-3.0355365,-4.1356,-4.690336,-3.4342659,-3.5344539,-4.61802,-3.003006,-3.574826,-4.282739,-3.5747783,-1.4543749,-2.667255,0.06071291,-0.24532776,1.2251801,0.42766532,0.26063806,0.39771023,0.18916044
sad,0,-64.667046,-62.694195,-59.610355,-55.897373,-48.573074,-43.88085,-46.234364,-49.106205,-53.275078,-55.17526,-51.007694,-49.92194,-50.719284,-50.107304,-50.681526,-51.802574,-52.69259,-54.278507,-54.86194,-54.404884,-55.26491,-55.037224,-55.356705,-57.288574,-57.754856,-58.407837,-59.6653,-59.475815,-59.103523,-58.307228,-57.8769,-59.023617,-61.69467,-63.244473,-62.706474,-61.206448,-60.3383,-61.506203,-63.269993,-64.39716,-61.652557,-59.674446,-61.19447,-62.136707,-61.80634,-60.663765,-60.058,-59.305264,-59.985188,-60.10838,-59.206955,-58.9193,-59.949955,-59.59333,-60.04679,-61.353123,-61.651405,-61.239265,-62.276226,-61.95146,-61.912994,-62.972828,-62.507137,-62.631363,-63.309353,-63.263393,-64.14555,-63.40829,-64.0556,-63.449265,-63.38282,-63.10277,-62.986767,-63.079872,-63.02983,-63.617954,-64.228264,-64.544304,-65.47962,-66.17549,-66.76961,-66.763855,-66.51512,-66.010635,-65.49742,-65.1349,-64.94367,-64.81447,-64.442276,-64.614075,-65.118004,-65.96513,-66.34437,-66.142914,-65.85782,-66.02865,-66.64142,-67.26587,-67.872734,-67.7516,-67.360435,-67.041306,-66.76213,-66.94574,-67.143456,-66.812004,-66.74653,-66.52602,-66.34125,-66.909515,-67.87696,-67.932144,-67.83096,-67.56292,-67.9479,-68.354294,-68.533745,-69.33609,-69.69826,-69.94074,-70.301506,-70.872284,-71.11969,-71.31579,-71.79015,-72.52152,-73.36338,-73.71143,-705.6631,57.349407,5.8494163,13.384483,3.0264778,6.5376444,-8.087293,-6.1363263,-10.887021,-3.044695,-4.964039,-1.3908119,-6.846184,-7.1847467,-2.5925572,-3.0270932,-5.29922,-1.2999215,-4.227897,-4.963595,-3.7191908,-3.4665468,-5.887559,-4.7840705,-2.9900625,-3.6502914,-4.355824,-3.5469725,-5.2754188,-3.9198103,-4.334346,-3.4248881,-2.437221,-0.33217373,-0.015923869,1.6975441,0.94080555,0.9033834,0.6237671,-0.44712037
sad,0,-61.817314,-59.609966,-56.344296,-52.67823,-46.192886,-41.412346,-41.397266,-43.121593,-46.45151,-48.596577,-46.070885,-44.791145,-44.782715,-43.37494,-42.338852,-43.007183,-44.03586,-45.818947,-46.351475,-45.21182,-46.24525,-46.7912,-48.771614,-51.14662,-51.23521,-50.334236,-50.674194,-51.795452,-53.293358,-54.829857,-53.541004,-53.830795,-54.681934,-54.690033,-54.363625,-54.340546,-55.322887,-55.089756,-54.05274,-53.279125,-53.655083,-53.913956,-54.244465,-52.439068,-52.62599,-53.021946,-52.376423,-50.487167,-49.664764,-49.596252,-49.616146,-49.092026,-49.487057,-49.537956,-50.41672,-51.604725,-52.384247,-53.094807,-54.12963,-55.395065,-56.692474,-57.043324,-57.104607,-57.16866,-56.72142,-56.119576,-56.291317,-55.867878,-55.885933,-54.760696,-54.259853,-54.06751,-54.472366,-54.758602,-55.194027,-56.92429,-58.902225,-60.60775,-61.900272,-62.768898,-62.389446,-61.65426,-61.341908,-60.84467,-60.712177,-60.89078,-60.86562,-61.079895,-61.448505,-61.82792,-62.133587,-62.593338,-63.12949,-62.863205,-62.912678,-63.20013,-63.798492,-64.44616,-64.37485,-63.50848,-63.265415,-63.237507,-63.561096,-63.57671,-63.38627,-63.152805,-63.517048,-64.0671,-63.788307,-63.63939,-64.076805,-64.64244,-65.16921,-65.52589,-65.58399,-65.73575,-66.3297,-66.63636,-66.898445,-67.34996,-67.954506,-68.16339,-68.0728,-68.38915,-69.06942,-69.427605,-70.0291,-70.05104,-641.3744,74.08121,-8.787225,5.2403283,4.5504904,5.2855196,-12.394576,-9.864649,-17.020575,-9.249639,-3.117851,-0.35029694,-8.128353,-9.056719,1.0427654,0.52478135,-8.303825,-4.5813675,-2.3361013,-4.8193526,-5.000245,-2.9623954,-5.8137136,-6.1087456,-3.5819645,-3.5691078,-5.2872205,-2.833623,-2.687699,-3.8923914,-2.2537358,-0.59313077,-1.3911282,-0.9472768,-0.7061706,1.039972,0.8704629,2.097823,2.4485104,1.8885096
sad,0,-60.406292,-58.40208,-55.953415,-54.96352,-52.236935,-48.54507,-45.583344,-43.675808,-45.274483,-48.87986,-49.36244,-50.392452,-50.57748,-48.620514,-46.455,-45.66859,-45.8536,-48.32411,-49.592136,-49.63338,-50.65708,-50.93227,-51.48995,-52.388306,-53.599888,-53.640125,-53.495384,-53.444668,-54.565,-55.271587,-54.94879,-55.718937,-57.518867,-56.569138,-55.61075,-55.410397,-56.191692,-57.112274,-57.06732,-56.528767,-56.493862,-56.76511,-56.47061,-55.096474,-55.33221,-55.670147,-54.72768,-52.81901,-51.822735,-51.94592,-52.372047,-52.91253,-52.880318,-53.703236,-55.269596,-55.855175,-56.534637,-56.507904,-56.96156,-58.193848,-59.07929,-59.413143,-59.928577,-59.510822,-59.01326,-58.426647,-58.023502,-57.45804,-56.582912,-55.954475,-55.63557,-56.17636,-57.611534,-58.348335,-59.535645,-60.97864,-61.753746,-62.200325,-63.01812,-63.439217,-62.68937,-62.576862,-62.748676,-62.316547,-61.714703,-61.389153,-61.253265,-61.93386,-62.47383,-62.278645,-62.029545,-62.374752,-62.90635,-63.13023,-62.99053,-63.61748,-64.32833,-64.96532,-65.2713,-64.90996,-64.32008,-64.02409,-64.162346,-64.25409,-64.53486,-64.74728,-64.57089,-64.84092,-65.221375,-64.763176,-64.753044,-65.68241,-66.66915,-67.133835,-67.10002,-67.26896,-67.56083,-68.07051,-68.67662,-68.933395,-69.39426,-69.77372,-70.33646,-70.692535,-71.132805,-71.73147,-72.46088,-72.74604,-664.18884,67.52735,-7.68197,8.997566,-0.25360844,6.194861,-10.2040615,-6.8831067,-13.168694,-6.619448,-3.961252,1.8570625,-6.3773675,-9.849336,-0.3455901,2.1668415,-5.7192655,-4.0289326,-2.8960507,-3.3144135,-5.0619884,-2.5971978,-3.1115243,-5.0951214,-4.7305512,-1.6375647,-1.6337764,-0.7314918,-0.36372423,0.117037736,2.0307558,1.4985195,1.313009,1.9862452,0.8559927,3.1369047,2.2877364,1.6082503,0.25331718,-0.28232267
sad,0,-61.165108,-60.591965,-58.49077,-56.136368,-50.76783,-44.43361,-40.439568,-38.773575,-40.987354,-45.110897,-46.487755,-48.6792,-49.030697,-46.685936,-44.82861,-44.43004,-43.86256,-45.522705,-46.384834,-46.596474,-48.074203,-48.660748,-50.429634,-52.503345,-52.751564,-52.366714,-52.215176,-52.25894,-53.01079,-53.926094,-54.248882,-55.50256,-56.7121,-56.168022,-54.900597,-54.712955,-55.86905,-57.31809,-57.222397,-56.079754,-55.422073,-55.021748,-55.899513,-56.282387,-55.704357,-54.707775,-54.7147,-54.225864,-53.954147,-53.77722,-53.186962,-52.790203,-53.475883,-54.1182,-54.523094,-55.283493,-55.91501,-56.150322,-56.019543,-56.414772,-57.066185,-57.50236,-57.577335,-57.36957,-57.711067,-57.369976,-57.19095,-57.95521,-57.397083,-56.843445,-56.19549,-56.095203,-56.224857,-57.06774,-58.47077,-59.900497,-61.12895,-62.12243,-62.229763,-62.935562,-62.75687,-62.55289,-62.06832,-61.470375,-60.994324,-60.713024,-59.977882,-59.67902,-60.076954,-60.342377,-60.70994,-60.960186,-61.22073,-61.662125,-61.79761,-61.866837,-62.596527,-62.883007,-62.23853,-61.94225,-61.52362,-61.81987,-61.596188,-61.278603,-61.53353,-61.5156,-62.21748,-63.262466,-63.17471,-62.887115,-62.78605,-63.028996,-63.571518,-63.507656,-63.947643,-64.27617,-64.55725,-65.32234,-65.57925,-65.80795,-66.38779,-67.01172,-67.321365,-67.79151,-68.15611,-68.946594,-70.10973,-70.63378,-648.4471,62.51956,1.1278404,10.305535,-0.15752451,5.5520883,-14.340538,-9.248062,-13.057719,-7.8544235,-7.9358463,-1.3084004,-7.719705,-9.276548,-3.1476233,-1.0848863,-9.149922,-4.561491,-4.6148186,-7.6711526,-6.3343434,-5.0026827,-6.9107122,-6.2705846,-4.2910495,-0.9991996,-2.443853,0.08403599,0.8146059,1.9782462,1.7498153,1.9792796,1.9862888,1.4113777,1.6103646,3.6097322,3.045815,2.723518,2.0320425,1.8664273
